proton_vx_gse,proton_vy_gse,proton_vz_gse,proton_vx_gsm,proton_vy_gsm,proton_vz_gsm
2381,-64.9,17.7,-458.7,-54.8,39.0
2382,-70.4,16.3,-475.8,-60.4,39.6
2383,,,,,
2384,-76.6,10.7,-475.5,-68.1,36.5
2385,,,,,
2386,-78.8,11.9,-475.3,-69.8,38.5
2387,,,,,
2388,,,,,
2389,-75.6,13.1,-475.1,-66.3,38.5
2390,-72.9,11.4,-473.4,-64.4,36.1
2391,,,,,
2392,-69.5,18.2,-476.2,-58.8,41.3
2393,,,,,
2394,,,,,
2395,-57.3,27.4,-469.2,-44.1,45.6
2396,,,,,
2397,-3.6,11.2,-445.9,0.5,11.7
2398,,,,,
2399,-3.9,12.0,-466.4,0.6000000000000001,12.6
2400,-3.8,12.0,-466.1,0.7000000000000001,12.6
2401,,,,,
2402,,,,,
2403,-3.9,12.0,-466.1,0.6000000000000001,12.6
2404,,,,,
2405,-3.8,12.0,-466.2,0.7000000000000001,12.6
2406,,,,,
2407,-3.9,12.0,-466.2,0.6000000000000001,12.6
2408,-3.9,12.0,-466.7,0.6000000000000001,12.6
2409,,,,,
2410,,,,,
2411,-3.8,12.0,-465.8,0.7000000000000001,12.6
2412,-3.9,12.0,-467.0,0.6000000000000001,12.6
2413,,,,,
2414,-3.9,12.0,-467.3,0.6000000000000001,12.6
2415,,,,,
2416,-3.9,12.0,-467.2,0.6000000000000001,12.6
2417,,,,,
2418,-3.9,12.0,-468.6,0.7000000000000001,12.6
2419,,,,,
2420,-3.9,12.0,-468.4,0.6000000000000001,12.6
2421,,,,,
2422,-3.8,12.0,-468.2,0.7000000000000001,12.6
2423,,,,,
2424,-3.9,12.0,-467.0,0.7000000000000001,12.6
2425,,,,,
2426,-3.9,12.0,-467.0,0.7000000000000001,12.6
2427,,,,,
2428,,,,,
2429,-3.8,12.0,-468.0,0.8,12.6
2430,,,,,
2431,-3.9,12.0,-468.4,0.7000000000000001,12.6
2432,,,,,
2433,-3.9,12.0,-468.5,0.7000000000000001,12.6
2434,-3.9,12.0,-468.6,0.7000000000000001,12.6
2435,,,,,
2436,-3.9,12.1,-468.8,0.8,12.7
2437,,,,,
2438,,,,,
2439,-3.9,12.0,-467.9,0.7000000000000001,12.6
2440,-3.8,12.0,-467.8,0.8,12.6
2441,,,,,
2442,-3.8,11.6,-451.1,0.7000000000000001,12.2
2443,,,,,
2444,-3.8,12.0,-466.1,0.8,12.6
2445,,,,,
2446,,,,,
2447,-3.8,12.0,-466.3,0.8,12.5
2448,,,,,
2449,-4.0,12.0,-467.0,0.7000000000000001,12.6
2450,,,,,
2451,,,,,
2452,55.1,-68.0,-464.2,26.3,-83.5
2453,,,,,
2454,61.6,-45.4,-441.1,40.6,-64.9
2455,42.2,-32.8,-441.1,27.1,-46.0
2456,,,,,
2457,21.0,-25.8,-442.5,10.0,-31.7
2458,,,,,
2459,-3.8,11.9,-464.8,0.9,12.5
2460,,,,,
2461,-84.7,8.3,-475.0,-75.5,39.1
2462,,,,,
2463,,,,,
2464,-90.2,10.9,-475.0,-79.7,43.6
2465,,,,,
2466,-95.4,10.0,-474.3,-84.8,44.8
2467,-92.0,7.8,-474.7,-82.5,41.5
2468,,,,,
2469,,,,,
2470,-95.4,9.6,-474.5,-84.9,44.5
2471,,,,,
2472,-93.3,6.4,-474.4,-84.2,40.8
2473,-95.8,7.5,-474.3,-86.0,42.8
2474,,,,,
2475,-104.0,9.3,-474.2,-92.9,47.6
2476,,,,,
2477,,,,,
2478,-95.4,6.4,-474.2,-86.0,41.7
2479,,,,,
2480,-98.9,7.2,-474.3,-88.9,43.9
2481,,,,,
2482,-98.1,9.3,-474.3,-87.4,45.5
2483,-100.3,8.2,-474.4,-89.8,45.4
2484,,,,,
2485,-100.6,9.4,-474.2,-89.6,46.7
2486,,,,,
2487,-98.2,5.9,-474.4,-88.7,42.6
2488,,,,,
2489,,,,,
2490,-100.5,5.9,-474.4,-90.8,43.5
2491,,,,,
2492,-97.7,8.9,-474.4,-87.0,45.3
2493,,,,,
2494,-90.2,9.3,-474.5,-79.9,42.9
2495,-94.0,8.8,-474.9,-83.6,44.0
2496,,,,,
2497,,,,,
2498,-99.5,5.1,-474.5,-90.0,42.7
2499,-99.5,8.0,-474.1,-88.9,45.4
2500,,,,,
2501,-99.4,7.0,-474.5,-89.2,44.5
2502,,,,,
2503,-3.9,11.8,-460.7,0.9,12.4
2504,,,,,
2505,,,,,
2506,-3.8,12.0,-466.2,1.1,12.5
2507,-3.7,11.5,-447.7,1.0,12.0
2508,,,,,
2509,17.1,-38.8,-446.6,0.9,-42.4
2510,,,,,
2511,,,,,
2512,-3.8,11.9,-461.2,1.1,12.4
2513,,,,,
2514,-3.9,12.0,-466.5,1.0,12.6
2515,,,,,
2516,-3.8,12.0,-466.5,1.1,12.5
2517,-3.9,12.0,-466.7,1.0,12.6
2518,,,,,
2519,-3.8,12.0,-467.4,1.1,12.5
2520,,,,,
2521,,,,,
2522,-3.8,12.0,-467.1,1.2,12.5
2523,-3.6,11.1,-430.1,1.0,11.6
2524,,,,,
2525,,,,,
2526,-62.9,4.5,-474.4,-56.2,28.6
2527,,,,,
2528,-93.7,5.4,-473.9,-84.2,41.5
2529,-94.9,8.6,-474.4,-84.0,45.0
2530,,,,,
2531,,,,,
2532,-94.3,10.4,-474.1,-82.7,46.5
2533,-88.3,17.2,-474.2,-74.5,50.4
2534,,,,,
2535,,,,,
2536,-85.4,14.3,-474.2,-72.9,46.6
2537,-94.0,14.6,-474.8,-80.8,50.4
2538,,,,,
2539,-97.5,13.0,-474.3,-84.5,50.3
2540,,,,,
2541,-97.6,9.4,-474.3,-86.0,47.1
2542,,,,,
2543,,,,,
2544,-96.9,6.0,-474.7,-86.7,43.7
2545,-94.8,11.6,-474.5,-82.5,48.0
2546,,,,,
2547,,,,,
2548,-95.7,9.7,-474.3,-84.0,46.7
2549,,,,,
2550,-92.8,23.4,-475.1,-76.0,58.2
2551,,,,,
2552,-3.7,11.5,-455.1,1.1,12.1
2553,-3.7,11.7,-456.9,1.2,12.3
2554,,,,,
2555,-3.8,12.0,-467.0,1.2,12.5
2556,,,,,
2557,-3.7,11.7,-455.4,1.3,12.2
2558,,,,,
2559,-3.7,11.7,-454.4,1.2,12.2
2560,,,,,
2561,-58.5,-10.5,-474.6,-57.9,13.7
2562,,,,,
2563,-98.7,7.5,-475.8,-87.5,46.3
2564,,,,,
2565,-45.7,12.0,-462.6,-37.1,29.3
2566,,,,,
2567,-3.7,11.5,-447.9,1.2,12.0
2568,,,,,
2569,-3.6,11.5,-448.2,1.3,12.0
2570,,,,,
2571,0.5,0.30000000000000004,-448.2,0.6000000000000001,0.1
2572,,,,,
2573,,,,,
2574,-2.9,9.2,-357.7,1.0,9.6
2575,,,,,
2576,-2.9,9.1,-354.2,1.0,9.5
2577,,,,,
2578,-3.2,10.0,-364.5,1.1,10.4
2579,,,,,
2580,-3.9,12.2,-476.3,1.4,12.7
2581,,,,,
2582,-105.4,7.7,-474.7,-93.3,49.7
2583,-47.6,16.5,-471.1,-36.8,34.4
2584,,,,,
2585,,,,,
2586,-3.7,11.6,-451.6,1.3,12.1
2587,-3.7,11.6,-450.4,1.3,12.1
2588,,,,,
2589,,,,,
2590,-3.7,11.5,-450.0,1.3,12.0
2591,-3.7,11.6,-449.4,1.3,12.1
2592,,,,,
2593,,,,,
2594,-3.8,11.9,-470.0,1.4,12.4
2595,-61.2,0.4,-474.2,-55.7,25.3
2596,,,,,
2597,-109.2,4.8,-474.0,-97.7,49.0
2598,,,,,
2599,,,,,
2600,-112.2,8.7,-474.1,-98.8,53.8
2601,,,,,
2602,-112.3,7.1,-474.2,-99.5,52.5
2603,,,,,
2604,-103.3,6.6,-474.5,-91.5,48.4
2605,-67.0,12.8,-472.6,-55.9,39.2
2606,,,,,
2607,,,,,
2608,-3.7,11.6,-449.2,1.4,12.1
2609,,,,,
2610,-3.7,11.6,-450.2,1.4,12.1
2611,,,,,
2612,-3.7,11.5,-449.1,1.4,12.0
2613,,,,,
2614,-3.6,11.5,-448.2,1.4,12.0
2615,-3.7,11.5,-448.0,1.4,12.0
2616,,,,,
2617,,,,,
2618,-3.7,11.6,-451.8,1.4,12.1
2619,,,,,
2620,-3.7,11.6,-453.7,1.5,12.1
2621,,,,,
2622,-44.6,3.4,-474.3,-39.2,21.6
2623,-108.7,10.7,-474.3,-94.5,54.9
2624,,,,,
2625,-109.5,6.4,-474.1,-96.9,51.4
2626,,,,,
2627,,,,,
2628,-79.9,8.5,-474.3,-69.1,41.0
2629,-107.1,8.8,-474.6,-93.8,52.6
2630,,,,,
2631,-3.6,11.2,-436.4,1.4,11.7
2632,,,,,
2633,-36.2,4.5,-477.3,-31.0,19.2
2634,,,,,
2635,,,,,
2636,-110.2,5.5,-474.6,-97.8,51.1
2637,-3.9,12.2,-475.3,1.6,12.7
2638,,,,,
2639,-3.9,12.2,-475.1,1.6,12.7
2640,,,,,
2641,-4.0,12.2,-475.2,1.5,12.7
2642,,,,,
2643,-60.1,6.5,-474.3,-51.9,31.1
2644,,,,,
2645,,,,,
2646,-81.0,8.8,-474.3,-69.8,42.0
2647,-106.3,1.7000000000000002,-474.3,-95.7,46.3
2648,,,,,
2649,-109.5,6.4,-474.3,-96.6,52.0
2650,,,,,
2651,,,,,
2652,-109.9,6.3,-474.6,-97.0,52.1
